Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,8,Lualdi Giuditta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,10,Stigrot Lena,-,-,-,2,4,5,4,-,10,3,4,15,1,-,11,-,1 ,0.45 ,28 ,3 ,2,10,0.36 ,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,12,Colombo Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,13,Olivotto Rossella,-,C,-,3,2,3,2,-,9,4,9,9,-,-,-,-,-,-,10 ,-,-,5,0.50 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,14,Zannoni Giorgia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,15,Omoruyi Loveth Oghosasere,-,-,-,*,1,2,1,-,27,13,19,11,2,1,44,1,1 ,0.20 ,37 ,2 ,3,22,0.59 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,16,Zakchaiou Katerina,-,-,-,6,5,6,5,-,7,2,5,17,1,1,-,-,-,-,10 ,1 ,-,4,0.40 ,-,2 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3167,26/3/2023 ,17:00,2223 ,-,O,E-Work Busto Arsizio,Busto Arsizio,17,Bressan Chiara,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,22,3,1 ,0.09 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,1,Cosi Francesca,-,-,-,2,2,2,2,2,9,3,5,17,2,-,1,-,1 ,-,10 ,-,2,5,0.50 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,3,Fiori Silvia,L,-,-,*,*,*,*,*,-,-,-5,-,-,-,26,5,1 ,0.31 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,4,Abbott Symone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,5,Napodano Francesca,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,7,Chaussee Claire,-,-,-,4,4,4,4,4,19,10,9,15,2,1,43,3,1 ,0.21 ,43 ,3 ,2,17,0.40 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,8,Ricci Maria Irene,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,9,Quarchioni Giorgia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,11,Okenwa Akuabata Felisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,12,Molinaro Beatrice,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,14,Fiesoli Alessia,-,C,-,1,1,1,1,1,7,2,-,18,-,-,27,3,0 ,0.22 ,17 ,4 ,-,7,0.41 ,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,15,Malik Polina,-,-,-,3,3,3,3,3,17,3,3,21,3,-,-,-,-,-,40 ,4 ,7,16,0.40 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,18,Poli Aurora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,19,Aelbrecht Freya,-,-,-,5,5,5,5,5,16,7,11,13,1,-,-,-,-,-,18 ,3 ,1,10,0.56 ,-,6 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,C,Cbf Balducci Hr Macerata,Macerata,24,Dijkema Laura,-,-,-,6,6,6,6,6,2,1,2,14,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,2,Grajber Martyna,-,-,-,1,1,4,4,4,12,5,5,19,1,1,35,1,1 ,0.49 ,22 ,3 ,2,10,0.45 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,4,Miao Yiwen,-,-,-,-,*,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,5,Carletti Federica,-,-,-,*,*,-,-,-,-,-,-2,3,-,-,-,-,-,-,4 ,2 ,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,6,Gueli Michelle,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,7,Renieri Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,8,Bussoli Silvia,-,-,-,-,*,*,*,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,10,Moro Ilenia,L,-,-,*,*,*,*,*,-,-,-,-,-,-,21,-,1 ,0.43 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,11,Prandi Vittoria,-,-,-,3,3,6,6,6,2,2,1,22,1,1,-,-,-,-,-,-,-,-,-,-,1 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,13,Zago Valentina,-,C,-,6,6,3,3,3,20,9,5,13,2,-,-,-,-,-,53 ,9 ,4,20,0.38 ,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,14,Bortoli Laura,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,15,Jones Rainelle 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,17,Gray Anna,-,-,-,5,5,2,2,2,12,4,9,9,1,1,2,-,1 ,1.00 ,13 ,1 ,1,6,0.46 ,-,5 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,18,Akrari Yasmina,-,-,-,2,2,5,5,5,17,6,14,18,2,3,3,-,1 ,-,13 ,-,1,11,0.85 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,11,-,3168,26/3/2023 ,19:30,1500 ,-,O,Wash4green Pinerolo,Pinerolo,19,Ungureanu Adelina,-,-,-,4,4,1,1,1,23,12,9,19,4,2,30,1,1 ,0.20 ,41 ,4 ,5,19,0.46 ,-,2 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,3,Adams Mckenzie Elise,-,-,-,*,4,-,-,-,3,1,-2,3,1,1,11,3,0 ,0.09 ,5 ,1 ,-,2,0.40 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,5,Bresciani Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,6,Giovannini Gaia,-,-,-,-,-,*,*,-,1,1,-2,4,1,-,7,-,1 ,0.43 ,4 ,-,2,1,0.25 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,7,Battistoni Ilaria,-,-,-,1,6,1,6,-,2,-,-,10,1,-,1,-,1 ,-,4 ,1 ,-,2,0.50 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,8,Fersino Eleonora,L,-,-,*,*,*,*,-,-,-,-,-,-,-,17,-,1 ,0.53 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,9,Bosetti Caterina,-,-,-,5,1,2,1,-,12,5,9,16,-,3,13,-,1 ,0.38 ,19 ,1 ,2,9,0.47 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,10,Chirichella Cristina,-,C,-,6,5,6,5,-,6,2,2,16,4,-,-,-,-,-,7 ,-,-,4,0.57 ,-,2 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,11,Danesi Anna,-,-,-,3,2,3,2,-,12,5,8,12,2,-,-,-,-,-,15 ,-,2,9,0.60 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,12,Varela Gomez Lucia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,13,Bonifacio Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,14,Carcaces Kenia,-,-,-,2,*,5,4,-,15,7,7,12,2,1,30,2,1 ,0.27 ,25 ,1 ,3,13,0.52 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,15,Ituma Julia,-,-,-,*,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,18,Cantoni Martina 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,C,Igor Gorgonzola Novara,Novara,99,Karakurt Ebrar,-,-,-,4,3,4,3,-,19,4,6,17,2,3,-,-,-,-,49 ,6 ,5,16,0.33 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,1,Piani Vittoria,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,3,Furlan Eleonora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,5,Drews Andrea Carrie,-,-,-,6,6,6,6,-,18,5,8,14,2,-,-,-,-,-,39 ,5 ,3,17,0.44 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,6,D'Odorico Sofia,-,-,-,1,1,1,-,-,6,3,-,10,3,1,15,-,1 ,0.40 ,18 ,2 ,1,5,0.28 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,7,Sirressi Imma,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,18,1,1 ,0.61 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,8,Aleksic Maja,-,-,-,2,2,2,2,-,9,5,8,17,-,1,-,-,-,-,6 ,1 ,-,3,0.50 ,-,5 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,9,Papa Valeria,-,-,-,-,-,*,1,-,4,3,3,8,-,-,6,1,1 ,0.33 ,9 ,-,-,3,0.33 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,11,Mancini Giulia,-,-,-,5,5,5,5,-,3,1,2,12,1,-,-,-,-,-,6 ,-,-,3,0.50 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,12,Hancock Micha Danielle,-,-,-,3,3,3,3,-,4,2,-,14,2,-,1,1,-,-,3 ,1 ,-,-,-,-,4 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,13,Barbero Emma,-,-,-,*,-,-,*,-,1,1,-,3,-,1,1,1,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,14,Berti Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,15,Kosheleva Tatiana,-,C,-,4,4,4,4,-,18,5,9,10,1,-,36,5,0 ,0.31 ,37 ,1 ,2,15,0.41 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,18,Cesarini Joyce 0,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3169,1/4/2023 ,20:30,928 ,-,O,Megabox Ond. Savio Vallefoglia,Vallefoglia,22,Lazàro Castellanos Raquel,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,1,Battista Valeria,-,-,-,-,-,*,-,-,2,-,1,1,1,-,-,-,-,-,2 ,-,-,2,1.00 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,2,Degradi Alice,-,-,-,-,*,*,*,4,10,5,3,9,2,-,10,3,1 ,0.20 ,18 ,1 ,1,9,0.50 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,3,Lloyd Carli,-,-,-,6,1,6,3,3,5,2,2,12,2,-,1,-,-,-,6 ,-,1,1,0.17 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,5,Monza Sofia,-,-,-,-,-,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,7,Montibeller Rosamaria,-,-,-,3,4,3,6,6,15,4,5,16,2,1,-,-,-,-,36 ,4 ,4,13,0.36 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,8,Lualdi Giuditta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,10,Stigrot Lena,-,-,-,4,5,4,1,1,19,8,11,18,2,-,25,2,1 ,0.28 ,28 ,1 ,3,17,0.61 ,-,2 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,12,Colombo Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,13,Olivotto Rossella,-,C,-,2,3,2,5,5,9,3,5,19,2,-,1,-,1 ,-,10 ,-,2,5,0.50 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,14,Zannoni Giorgia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,15,Omoruyi Loveth Oghosasere,-,-,-,1,2,1,4,*,9,2,1,17,-,-,19,1,0 ,0.16 ,27 ,4 ,3,6,0.22 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,16,Zakchaiou Katerina,-,-,-,5,6,5,2,2,13,8,10,15,1,-,1,-,1 ,-,9 ,1 ,1,6,0.67 ,-,7 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,C,E-Work Busto Arsizio,Busto Arsizio,17,Bressan Chiara,L,-,-,*,*,*,*,*,-,-,-4,-,-,-,32,4,0 ,0.25 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,1,Kuznetsova Sofya,-,-,-,4,4,4,4,4,18,4,8,13,2,1,34,1,1 ,0.24 ,42 ,4 ,3,16,0.38 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,3,Drews Danielle,-,-,-,*,*,-,-,-,-,-,-2,3,1,-,5,1,1 ,0.20 ,2 ,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,4,Klein Lankhorst Kim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,6,Cecconello Agnese,-,-,-,2,2,2,2,2,14,5,8,24,3,1,2,-,1 ,0.50 ,21 ,-,3,10,0.48 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,7,Caravello Lara,L,-,-,*,*,*,*,*,-,-,-,-,-,-,24,-,1 ,0.54 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,9,Agrifoglio Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,10,Szakmary Greta,-,-,-,1,1,1,1,1,7,1,-1,21,1,-,27,2,1 ,0.56 ,24 ,1 ,4,5,0.21 ,-,2 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,11,Gicquel Lucille,-,-,-,3,-,-,-,-,3,2,-,4,1,1,1,-,1 ,-,5 ,2 ,-,1,0.20 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,12,Magazza Francesca,-,-,-,-,-,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,13,Signorile Noemi,-,C,-,6,6,6,6,6,2,1,2,14,-,-,-,-,-,-,3 ,-,-,1,0.33 ,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,14,Hall Anna,-,-,-,5,5,5,5,5,19,7,13,11,2,-,3,-,1 ,0.33 ,26 ,1 ,3,16,0.62 ,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,16,Caruso Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,18,Diop Binto,-,-,-,*,3,3,3,3,19,11,3,15,6,2,-,-,-,-,35 ,1 ,9,13,0.37 ,-,4 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3170,1/4/2023 ,20:30,1310 ,-,O,Cuneo Granda S.Bernardo,Cuneo,20,Gay Alice,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,1,Alhassan Rhamat,-,-,-,-,-,5,-,-,3,2,3,3,-,-,-,-,-,-,2 ,-,-,-,-,-,3 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,2,Sylves Amandha,-,-,-,2,2,-,-,-,1,-,-2,8,-,-,-,-,-,-,7 ,3 ,-,-,-,-,1 ,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,4,Herbots Britt,-,-,-,4,4,1,-,-,11,1,5,9,2,-,26,1,1 ,0.19 ,27 ,3 ,-,11,0.41 ,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,6,Guiducci Gaia,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,7,Van Gestel Celine,-,-,-,1,-,*,-,-,-,-,-2,2,-,-,9,1,0 ,0.33 ,4 ,1 ,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,9,Panetoni Sara,L,-,-,*,*,*,-,-,-,-,-,-,-,-,15,-,1 ,0.60 ,-,-,-,-,-,-,-,,
2022/2023,A1,Regular_Season,2nd,12,-,3171,1/4/2023 ,18:00,2528 ,-,C,Il Bisonte Firenze,Firenze,10,Knollema Jolien,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
