Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,11,Mancini Giulia,-,-,-,2,2,2,-,-,2,2,1,20,1,-,1,-,1 ,-,5 ,-,-,1,20%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,12,Giovannini Gaia,-,-,-,1,1,1,-,-,10,3,3,15,3,1,22,3,1 ,27%,18 ,-,1,9,50%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,13,Kobzar Viktoriia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,14,Dijkema Laura,-,-,-,3,3,3,-,-,6,1,6,8,-,-,-,-,-,-,6 ,-,-,5,83%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,15,Kosheleva Tatiana,-,C,-,*,-,*,-,-,4,-,4,-,-,-,1,-,-,-,6 ,-,-,4,67%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,16,Gardini Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,C,Megabox Ond. Savio Vallefoglia,Megabox Vallefoglia,18,Patrignani Greta,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,1,Cazaute Helena,-,-,-,*,-,*,-,-,2,1,2,3,-,-,1,-,1 ,-,2 ,-,-,2,100%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,2,Riva Eva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,3,Malual Adhuoljok John Majak,-,-,-,4,4,-,-,-,7,2,2,4,2,-,-,-,-,-,17 ,2 ,1,6,35%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,5,Heyrman Laura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,11,Prandi Vittoria,-,-,-,1,1,1,-,-,1,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,12,Pusic Teodora,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,12,1,1 ,25%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,14,Rettke Dana,-,-,-,6,6,6,-,-,7,3,7,9,-,-,1,-,1 ,100%,10 ,-,-,5,50%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,15,Bajema Kara,-,-,-,2,2,2,-,-,11,2,6,16,1,-,38,2,1 ,11%,30 ,-,2,11,37%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,18,Egonu Paola,-,-,-,*,*,4,-,-,7,3,-,4,1,-,-,-,-,-,22 ,3 ,3,7,32%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,19,Daalderop Nika,-,-,-,5,5,5,-,-,9,3,5,5,-,-,12,2,1 ,25%,21 ,1 ,1,6,29%,-,3 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,28,Candi Sonia,-,C,-,3,3,3,-,-,7,1,4,15,2,-,1,-,1 ,-,15 ,1 ,-,6,40%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3178,24/3/2024 ,17:00,1.679 ,-,O,Allianz Vero Volley Milano,Vero Volley,55,Castillo Brenda,-,-,-,*,-,*,-,-,-,-,-1,-,-,-,2,1,1 ,50%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,1,Bici Erblira,-,-,-,3,3,3,3,-,23,13,15,24,1,3,-,-,-,-,41 ,3 ,4,16,39%,-,4 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,2,Madan Rosales Dezirett,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,3,Bechis Marta,-,C,-,6,6,6,6,-,-,-,-1,12,-,-,-,-,-,-,6 ,1 ,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,4,Rivero Jessica,-,-,-,1,1,1,1,-,7,3,-3,14,3,2,29,2,0 ,34%,26 ,2 ,3,5,19%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,5,Ciarrocchi Michela,-,-,-,2,2,-,*,-,3,-,2,11,-,-,-,-,-,-,9 ,1 ,-,3,33%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,6,Igiede Amber,-,-,-,*,*,5,5,-,12,7,12,4,-,-,-,-,-,-,11 ,-,-,6,55%,-,6 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,7,Ferrara Martina,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,8,Rucli Michela,-,-,-,5,5,2,2,-,6,3,3,13,2,1,-,-,-,-,10 ,1 ,-,4,40%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,9,Valoppi Sofia,L,-,-,*,*,*,*,-,-,-,-4,-,-,-,16,4,0 ,19%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,13,Melli Giulia,-,-,-,4,4,4,4,-,14,8,3,13,1,-,16,5,0 ,19%,29 ,3 ,2,14,48%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,16,Schwan Courtney Rose,-,-,-,*,*,*,*,-,1,1,-,2,-,-,7,1,1 ,57%,7 ,-,-,1,14%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,C,Aeroitalia Smi Roma,Roma Volley Club,19,Muzi Margherita,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,1,Szakmary Greta,-,-,-,1,1,1,1,-,14,6,5,20,-,3,32,5,1 ,38%,31 ,2 ,2,11,35%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,2,Badalamenti Sofia,L,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,3,Guidi Ludovica,-,-,-,2,2,2,2,-,8,3,4,15,4,1,-,-,-,-,9 ,-,-,5,56%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,4,Bosio Francesca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,5,Bartolucci Valentina,-,-,-,6,6,6,6,-,2,1,-2,15,3,1,-,-,-,-,4 ,1 ,-,1,25%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,6,De Nardi Giulia,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,17,3,1 ,41%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,7,Buijs Anne,-,-,-,3,3,3,-,-,10,4,7,7,-,-,-,-,-,-,26 ,1 ,2,8,31%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,10,Chirichella Cristina,-,C,-,5,5,5,5,-,12,2,9,13,2,-,-,-,-,-,21 ,1 ,-,8,38%,-,4 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,16,Morian Zoe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,20,Del Freo Aurora,-,-,-,-,-,*,3,-,3,3,1,4,1,1,-,-,-,-,4 ,1 ,-,1,25%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,23,Markova Marina,-,-,-,*,*,*,-,-,4,1,-2,2,1,1,6,2,1 ,17%,12 ,3 ,-,3,25%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3179,24/3/2024 ,17:00,2.580 ,-,O,Igor Gorgonzola Novara,Igor Novara,24,Kapralova Anastasiia,-,-,-,4,4,4,4,-,8,3,-8,5,3,-,30,2,0 ,30%,41 ,4 ,7,8,20%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,2,Giannelli Sofia Carol,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,3,Rolando Elena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,4,Morello Rachele,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,5,Spirito Ilaria,L,-,-,*,*,*,-,-,-,-,-,-,-,-,8,-,1 ,25%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,6,Skinner Avery,-,-,-,4,4,4,-,-,15,7,5,8,1,2,15,4,0 ,7%,20 ,5 ,-,9,45%,-,4 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,7,Jatzko Romy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,8,Grobelna Kaja,-,C,-,3,3,3,-,-,12,6,7,17,3,2,-,-,-,-,22 ,1 ,1,10,45%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,9,Kingdon Rishel Madison,-,-,-,1,1,1,-,-,11,3,4,12,2,-,21,2,1 ,14%,17 ,1 ,1,9,53%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,11,Anthouli Martha Evdokia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,12,Gray Anna,-,-,-,2,2,5,-,-,4,2,3,9,1,1,1,-,-,-,4 ,-,-,2,50%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,14,Kone Fatim Yassimina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,16,Zakchaiou Katerina,-,-,-,5,5,-,-,-,4,1,3,4,-,-,-,-,-,-,5 ,1 ,-,2,40%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,17,Weitzel Camilla,-,-,-,*,*,2,-,-,4,2,4,11,-,2,-,-,-,-,4 ,-,-,2,50%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,23,Malinov Ofelia,-,-,-,6,6,6,-,-,7,5,6,11,1,1,1,-,-,-,4 ,-,-,2,50%,-,4 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,3,Perinelli Elena,-,C,-,6,1,5,-,-,9,4,-,9,-,-,20,4,0 ,20%,16 ,2 ,3,8,50%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,4,Avenia Giorgia,-,-,-,*,-,1,-,-,1,-,-2,4,2,-,-,-,-,-,2 ,-,1,1,50%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,5,Colombo Valentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,7,Lohuis Juliet,-,-,-,1,2,6,-,-,4,2,1,8,1,-,1,-,-,-,11 ,1 ,1,3,27%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,10,Manfredini Linda,-,-,-,4,5,3,-,-,1,-,-2,13,3,-,1,-,-,-,4 ,-,-,1,25%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,11,De Bortoli Chiara,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,10,2,0 ,10%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,12,Hancock Micha Danielle,-,-,-,2,3,-,-,-,2,1,-2,6,3,1,-,-,-,-,3 ,-,-,1,33%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,15,Faraone Giorgia,L,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,16,Obossa Josephine,-,-,-,*,*,4,-,-,7,1,2,4,1,-,-,-,-,-,17 ,-,4,7,41%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,17,Smarzek Malwina,-,-,-,5,6,-,-,-,3,-,1,2,-,-,-,-,-,-,8 ,-,2,3,38%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,18,Cagnin Emma,-,-,-,*,*,2,-,-,5,1,-,7,-,-,15,2,1 ,47%,16 ,2 ,1,5,31%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3180,24/3/2024 ,17:00,1.035 ,-,O,Trasportipesanti Casalmaggiore,Casalmaggiore,22,Lee Simone,-,-,-,3,4,-,-,-,3,-,-6,3,-,-,18,6,0 ,6%,9 ,2 ,1,3,33%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,1,Acciarri Nausica,-,-,-,5,5,5,6,-,14,7,6,18,4,3,-,-,-,-,18 ,3 ,1,10,56%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,3,Ribechi Manuela,-,-,-,-,*,-,*,-,-,-,-,2,-,-,1,-,1 ,100%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,4,Ishikawa Mayu,-,-,-,4,4,4,-,-,8,6,3,12,2,3,11,1,1 ,36%,18 ,2 ,-,5,28%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,5,Magni Camilla,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,6,Leonardi Giulia,-,C,-,*,*,*,*,-,-,-,-3,-,-,-,12,3,0 ,17%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,8,Alsmeier Lina,-,-,-,1,1,1,2,-,19,5,10,14,2,1,39,2,1 ,31%,36 ,2 ,3,17,47%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,9,Cesé Montalvo Ailama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,10,Kipp Kendall,-,-,-,3,3,3,4,-,23,7,17,18,1,2,-,-,-,-,43 ,3 ,2,21,49%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,11,Lazic Alexandra,-,-,-,-,*,*,5,-,8,2,4,7,1,-,15,1,0 ,20%,15 ,2 ,-,7,47%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,12,Mazzaro Alessia,-,-,-,2,2,2,3,-,7,-,6,16,1,-,4,-,1 ,25%,18 ,-,-,7,39%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,13,Graziani Emma,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,19,Agrifoglio Beatrice,-,-,-,6,6,6,1,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,C,Il Bisonte Firenze,Azzurra Volley Firenze,24,Kraiduba Anastasiia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,2,Scola Francesca,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,5,Tanase Alice,-,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,6,Ferrario Federica,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,7,Sylves Amandha,-,-,-,5,5,5,6,-,8,5,6,11,1,1,-,-,-,-,9 ,-,1,5,56%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,8,Stigrot Lena,-,-,-,1,1,1,2,-,14,2,8,12,-,-,30,4,0 ,13%,31 ,1 ,1,14,45%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,10,Kubik Madison,-,-,-,-,*,4,*,-,9,1,4,11,-,-,28,3,0 ,21%,19 ,2 ,-,8,42%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,11,Ter Brugge Anneclaire,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,12,Enweonwu Terry Ruth,-,-,-,3,3,3,4,-,18,7,12,20,2,3,-,-,-,-,38 ,3 ,1,14,37%,-,1 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,13,Signorile Noemi,-,C,-,6,6,6,1,-,-,-,-,14,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,14,Hall Anna,-,-,-,2,2,2,*,-,5,2,2,12,3,1,-,-,-,-,4 ,-,-,2,50%,-,2 ,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,15,Scognamillo Serena,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,14,2,1 ,29%,-,-,-,-,-,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,17,Haak Anna,-,-,-,4,4,*,5,-,9,2,4,4,-,-,15,2,1 ,33%,24 ,3 ,-,9,38%,-,-,,
2023/2024,A1,Regular_Season,2nd,13,-,3181,24/3/2024 ,17:00,1.013 ,-,O,Honda Olivero S.Bernardo Cuneo,S.Bernardo Cuneo,21,Molinaro Beatrice,-,-,-,-,*,*,3,-,-,-,-1,4,1,-,-,-,-,-,1 ,-,-,-,-,-,-,,
